word,zipf,pos,age_band
republics,2.41,NNS,10-12
reputedly,2.41,RB,10-12
reserving,2.41,VBG,7-9
resultant,2.41,JJ,7-9
retweets,2.41,NNS,all
reusable,2.41,JJ,7-9
reuven,2.41,NN,10-12
revolutionized,2.41,VBD,7-9
rhea,2.41,NN,10-12
rhone,2.41,NN,10-12
rhymer,2.41,NN,10-12
rifts,2.41,NNS,10-12
ringside,2.41,NN,7-9
riskier,2.41,JJR,7-9
roils,2.41,VBZ,7-9
rosamond,2.41,NN,10-12
rostrum,2.41,NN,10-12
rotter,2.41,NN,7-9
royale,2.41,NN,7-9
sadism,2.41,NN,10-12
sagebrush,2.41,NN,7-9
sanatorium,2.41,NN,7-9
saver,2.41,NN,7-9
scabies,2.41,NNS,7-9
scatterbrained,2.41,JJ,7-9
sch,2.41,NN,10-12
seamed,2.41,VBN,7-9
seductions,2.41,NNS,7-9
serges,2.41,NNS,7-9
shee,2.41,NN,7-9
shelton,2.41,NN,all
shepherdesses,2.41,NNS,7-9
shortsword,2.41,NN,all
shrivelling,2.41,VBG,7-9
shrivels,2.41,VBZ,7-9
shuddery,2.41,NN,7-9
sidekicks,2.41,NNS,7-9
signage,2.41,NN,7-9
simpleminded,2.41,JJ,all
sitcom,2.41,NN,7-9
skillets,2.41,NNS,7-9
smartness,2.41,NN,7-9
smokehouse,2.41,NN,7-9
snoops,2.41,NNS,7-9
snowbank,2.41,NN,7-9
soaky,2.41,NN,7-9
sodom,2.41,NN,all
soundings,2.41,NNS,7-9
sourpuss,2.41,NN,7-9
sp,2.41,NN,7-9
spacesuit,2.41,NN,7-9
spaewife,2.41,NN,all
spasmodically,2.41,RB,7-9
speckling,2.41,VBG,7-9
speedo,2.41,NN,7-9
spendthrift,2.41,NN,7-9
spitalfields,2.41,NNS,10-12
spock,2.41,NN,7-9
sponging,2.41,VBG,10-12
spritz,2.41,NN,7-9
spyglasses,2.41,NNS,7-9
standoffish,2.41,JJ,10-12
staten,2.41,JJ,10-12
steepest,2.41,JJS,7-9
stiflingly,2.41,RB,7-9
stimuli,2.41,NNS,7-9
stipend,2.41,NN,10-12
stoppers,2.41,NNS,7-9
stouter,2.41,JJR,7-9
striven,2.41,VBN,7-9
strongroom,2.41,NN,10-12
stuka,2.41,NN,10-12
subduing,2.41,VBG,7-9
subliminal,2.41,JJ,10-12
sumerian,2.41,JJ,7-9
sumptuously,2.41,RB,7-9
sunderland,2.41,NN,10-12
supremacist,2.41,NN,7-9
surcoats,2.41,NNS,10-12
surefooted,2.41,JJ,10-12
surfeit,2.41,NN,10-12
swash,2.41,NN,7-9
sylvias,2.41,NNS,10-12
synchronization,2.41,NN,7-9
taber,2.41,NN,all
taras,2.41,NN,7-9
taro,2.41,NN,10-12
tarsus,2.41,NN,7-9
tearless,2.41,JJ,10-12
tearoom,2.41,NN,7-9
techies,2.41,NNS,7-9
temperaments,2.41,NNS,7-9
terminally,2.41,RB,7-9
terrorising,2.41,VBG,7-9
thermals,2.41,NNS,7-9
thermonuclear,2.41,JJ,7-9
thibaud,2.41,NN,10-12
thumbnails,2.41,NNS,7-9
thurmond,2.41,NN,10-12
thyroid,2.41,NN,10-12
tics,2.41,NNS,10-12
timorous,2.41,JJ,10-12
toecaps,2.41,NNS,7-9
togetherness,2.41,NN,7-9
toilette,2.41,NN,10-12
tole,2.41,VBP,10-12
tomfoolery,2.41,NN,7-9
toolshed,2.41,NN,7-9
topas,2.41,NNS,10-12
torchlit,2.41,JJ,10-12
tourmaline,2.41,NN,7-9
towhead,2.41,NN,7-9
trailhead,2.41,NN,10-12
trigs,2.41,NNS,10-12
trinculo,2.41,NN,all
trisha,2.41,NN,10-12
truckloads,2.41,NNS,7-9
truthfulness,2.41,NN,7-9
tua,2.41,NN,10-12
tunnellers,2.41,NNS,10-12
tutorials,2.41,NNS,7-9
tuxes,2.41,NNS,10-12
tycoons,2.41,NNS,7-9
umbrage,2.41,NN,7-9
unacknowledged,2.41,JJ,10-12
unanticipated,2.41,JJ,10-12
unavoidably,2.41,RB,10-12
unblocked,2.41,JJ,7-9
undemocratic,2.41,JJ,7-9
underlay,2.41,VBD,7-9
undershirts,2.41,NNS,10-12
undimmed,2.41,JJ,10-12
unerringly,2.41,RB,7-9
unethical,2.41,JJ,7-9
unexampled,2.41,JJ,10-12
unfunny,2.41,JJ,7-9
unhesitatingly,2.41,RB,7-9
unintelligibly,2.41,RB,7-9
unnoticeable,2.41,JJ,7-9
unprincipled,2.41,JJ,7-9
unsatisfying,2.41,JJ,10-12
unthreatening,2.41,JJ,7-9
upheavals,2.41,NNS,10-12
urinating,2.41,VBG,10-12
usurpers,2.41,NNS,all
utensil,2.41,NN,7-9
vaccinated,2.41,VBN,10-12
vanessas,2.41,NNS,7-9
vectors,2.41,NNS,7-9
vell,2.41,NN,7-9
ventilated,2.41,VBN,7-9
veracity,2.41,NN,10-12
verbatim,2.41,JJ,10-12
verged,2.41,VBD,7-9
vertebra,2.41,NN,7-9
vestments,2.41,NNS,10-12
vetoed,2.41,VBD,7-9
vitae,2.41,NN,10-12
vittles,2.41,NNS,10-12
volantis,2.41,NN,all
volt,2.41,NN,7-9
vulgarity,2.41,NN,all
waders,2.41,NNS,7-9
wain,2.41,NN,10-12
waiver,2.41,NN,7-9
walkout,2.41,NN,7-9
wallaby,2.41,NN,7-9
walleye,2.41,NN,7-9
wangle,2.41,VB,10-12
wantonly,2.41,RB,7-9
wazir,2.41,NN,all
wean,2.41,VB,7-9
wheely,2.41,JJ,7-9
whet,2.41,VB,7-9
whirley,2.41,JJ,7-9
whomsoever,2.41,NN,7-9
whoppers,2.41,NNS,7-9
widder,2.41,NN,10-12
wingate,2.41,NN,all
wingbeat,2.41,NN,10-12
wingtips,2.41,NNS,7-9
wodge,2.41,NN,7-9
wollstonecraft,2.41,NN,10-12
wombs,2.41,NNS,10-12
xenos,2.41,NNS,all
ximena,2.41,NN,10-12
yodelling,2.41,VBG,7-9
zella,2.41,NN,all
zilch,2.41,NN,7-9
zits,2.41,NNS,10-12
zoroastrian,2.41,JJ,all
abalone,2.38,NN,10-12
abduct,2.38,VB,7-9
ablutions,2.38,NNS,7-9
accentuate,2.38,VB,7-9
acquires,2.38,VBZ,7-9
adah,2.38,NN,7-9
adamson,2.38,NN,10-12
adel,2.38,NN,10-12
adelheid,2.38,NN,7-9
afflicting,2.38,VBG,10-12
afterimage,2.38,NN,10-12
aftershock,2.38,NN,7-9
ailed,2.38,VBD,7-9
airspace,2.38,NN,7-9
alarge,2.38,NN,7-9
albanian,2.38,JJ,7-9
alcott,2.38,NN,7-9
aldrin,2.38,NN,7-9
alecto,2.38,NN,10-12
alexandrian,2.38,JJ,all
allayed,2.38,VBN,7-9
ambience,2.38,NN,10-12
ambrosio,2.38,NN,all
amin,2.38,NN,10-12
amped,2.38,VBN,7-9
anarchist,2.38,NN,10-12
androgynous,2.38,JJ,10-12
anesthesia,2.38,NN,10-12
angelou,2.38,NN,7-9
annotated,2.38,VBN,7-9
anorexia,2.38,NN,10-12
apprise,2.38,VB,7-9
arrears,2.38,NNS,7-9
asphyxiation,2.38,NN,10-12
assad,2.38,NN,10-12
assed,2.38,VBN,all
asteria,2.38,NN,10-12
aswell,2.38,NN,7-9
atkins,2.38,NNS,7-9
attentiveness,2.38,NN,10-12
attributable,2.38,JJ,7-9
auctioneers,2.38,NNS,7-9
aud,2.38,NN,all
austerity,2.38,NN,10-12
avas,2.38,NNS,10-12
baas,2.38,NNS,10-12
backache,2.38,NN,7-9
backhoe,2.38,NN,10-12
balaclavas,2.38,NNS,7-9
ballrooms,2.38,NNS,10-12
bamford,2.38,NN,10-12
bandied,2.38,VBN,10-12
baraboo,2.38,NN,7-9
barbarossa,2.38,NN,10-12
barista,2.38,NN,10-12
bartenders,2.38,NNS,10-12
bate,2.38,NN,7-9
bathtubs,2.38,NNS,7-9
batista,2.38,NN,10-12
batten,2.38,NN,7-9
baulked,2.38,VBD,10-12
bayreuth,2.38,NN,10-12
beadily,2.38,RB,7-9
bedspreads,2.38,NNS,7-9
bedtimes,2.38,NNS,7-9
begrudging,2.38,JJ,7-9
belligerence,2.38,NN,all
bellyache,2.38,NN,7-9
belowground,2.38,NN,7-9
berber,2.38,JJ,7-9
bibliomania,2.38,NN,7-9
bicorn,2.38,NN,10-12
biddies,2.38,NNS,7-9
biographer,2.38,NN,7-9
bitched,2.38,VBD,all
bitumen,2.38,NN,7-9
blackguard,2.38,NN,10-12
blackie,2.38,NN,10-12
blackmailers,2.38,NNS,10-12
blasphemies,2.38,NNS,all
blazoned,2.38,VBN,10-12
bleeps,2.38,NNS,7-9
blisteringly,2.38,RB,7-9
blockades,2.38,NNS,10-12
blockhouses,2.38,NNS,all
blonder,2.38,JJR,10-12
bodysuit,2.38,NN,7-9
bodywork,2.38,NN,7-9
boffo,2.38,JJ,all
bolshevism,2.38,NN,10-12
bolsters,2.38,VBZ,7-9
bonobos,2.38,NNS,10-12
bookkeeping,2.38,NN,7-9
bopped,2.38,VBD,7-9
bora,2.38,NN,10-12
borgia,2.38,NN,10-12
bouffant,2.38,JJ,7-9
bracers,2.38,NNS,10-12
brandt,2.38,NN,10-12
breadsticks,2.38,NNS,7-9
bream,2.38,NN,7-9
breech,2.38,NN,10-12
brevity,2.38,NN,7-9
brigham,2.38,NN,7-9
bruisers,2.38,NNS,7-9
bukhara,2.38,NN,10-12
bulkier,2.38,JJR,7-9
bullish,2.38,JJ,10-12
bullwhip,2.38,NN,7-9
bundeli,2.38,NN,10-12
burg,2.38,NN,all
busking,2.38,VBG,7-9
butty,2.38,NN,7-9
byre,2.38,NN,7-9
cadmium,2.38,NN,10-12
cagle,2.38,NN,10-12
cahoots,2.38,NNS,10-12
camellias,2.38,NNS,7-9
canfield,2.38,NN,7-9
canids,2.38,NNS,all
cannula,2.38,NN,all
capacitor,2.38,NN,7-9
caparison,2.38,NN,10-12
capitulation,2.38,NN,10-12
carbohydrates,2.38,NNS,7-9
caro,2.38,NN,7-9
caseworker,2.38,NN,10-12
caterer,2.38,NN,7-9
catfaces,2.38,NNS,7-9
cauliflowers,2.38,NNS,7-9
cellos,2.38,NNS,7-9
centrality,2.38,NN,all
cerebrum,2.38,NN,7-9
cerise,2.38,NN,7-9
cert,2.38,NN,7-9
cesspit,2.38,NN,10-12
chak,2.38,NN,10-12
chalets,2.38,NNS,7-9
chancey,2.38,NN,all
chanter,2.38,NN,10-12
charlatans,2.38,NNS,10-12
charmers,2.38,NNS,7-9
cheero,2.38,NN,all
chilean,2.38,JJ,7-9
chitin,2.38,NN,7-9
choccy,2.38,NN,7-9
choristers,2.38,NNS,10-12
christmassy,2.38,JJ,7-9
cicerone,2.38,NN,all
cinematic,2.38,JJ,7-9
circumspection,2.38,NN,7-9
civilize,2.38,VB,7-9
cleon,2.38,NN,7-9
cloudburst,2.38,NN,7-9
clownish,2.38,JJ,10-12
clunks,2.38,VBZ,7-9
coaxes,2.38,VBZ,10-12
coddle,2.38,VB,7-9
colombian,2.38,JJ,7-9
comforters,2.38,NNS,10-12
compilation,2.38,NN,10-12
conjurors,2.38,NNS,7-9
connaught,2.38,NN,10-12
conran,2.38,NN,7-9
consents,2.38,NNS,all
constriction,2.38,NN,7-9
conte,2.38,NN,7-9
contortionists,2.38,NNS,7-9
contras,2.38,NNS,all
conventionally,2.38,RB,7-9
convocation,2.38,NN,all
cookhouse,2.38,NN,10-12
copped,2.38,VBD,7-9
coriolis,2.38,NN,10-12
correlation,2.38,NN,10-12
cosmological,2.38,JJ,10-12
cotswold,2.38,JJ,10-12
cotta,2.38,NN,7-9
coveting,2.38,VBG,10-12
covetousness,2.38,NN,7-9
cowbells,2.38,NNS,7-9
cowlick,2.38,NN,10-12
cowpat,2.38,NN,7-9
cowslips,2.38,NNS,10-12
crawlers,2.38,NNS,7-9
creatively,2.38,RB,7-9
creditable,2.38,JJ,7-9
crimean,2.38,JJ,7-9
crosshairs,2.38,NNS,7-9
crossways,2.38,NNS,7-9
cryptically,2.38,RB,7-9
culpa,2.38,NN,7-9
curries,2.38,NNS,7-9
curtail,2.38,VB,10-12
customized,2.38,VBN,7-9
cynics,2.38,NNS,all
damnably,2.38,RB,all
dancy,2.38,NN,all
dardanelles,2.38,NNS,7-9
deadening,2.38,JJ,7-9
debauched,2.38,VBN,10-12
denunciation,2.38,NN,10-12
deplore,2.38,VB,7-9
deposition,2.38,NN,10-12
depressions,2.38,NNS,7-9
derivative,2.38,JJ,10-12
dervishes,2.38,NNS,7-9
detestation,2.38,NN,10-12
dias,2.38,NNS,7-9
differentiated,2.38,VBN,10-12
dingle,2.38,NN,7-9
dinos,2.38,NNS,7-9
disaffected,2.38,JJ,10-12
disarmingly,2.38,RB,10-12
discourses,2.38,NNS,7-9
disenfranchisement,2.38,NN,10-12
disengaging,2.38,VBG,7-9
dishwashing,2.38,VBG,7-9
disillusion,2.38,NN,7-9
dissonant,2.38,JJ,10-12
distilling,2.38,VBG,7-9
distinctness,2.38,NN,7-9
distributes,2.38,VBZ,7-9
divulged,2.38,VBN,7-9
doddery,2.38,JJ,7-9
doeskin,2.38,NN,all
doily,2.38,NN,7-9
domains,2.38,NNS,10-12
doped,2.38,VBN,10-12
doxology,2.38,NN,10-12
dray,2.38,NN,10-12
dressmaking,2.38,NN,7-9
dromes,2.38,NNS,10-12
dromonds,2.38,NNS,10-12
drystone,2.38,NN,7-9
duality,2.38,NN,10-12
duluth,2.38,NN,10-12
dumbbell,2.38,NN,7-9
dunghill,2.38,NN,7-9
dunks,2.38,VBZ,7-9
dunlevy,2.38,NN,all
earpieces,2.38,NNS,7-9
ecstasies,2.38,NNS,7-9
edgeways,2.38,NNS,7-9
eggnog,2.38,NN,7-9
ejaculation,2.38,NN,10-12
eked,2.38,VBD,10-12
emanuel,2.38,NN,10-12
embellishment,2.38,NN,7-9
embellishments,2.38,NNS,10-12
emcee,2.38,NN,7-9
eminences,2.38,NNS,all
empowerment,2.38,NN,7-9
endeared,2.38,VBD,7-9
entanglement,2.38,NN,7-9
enticingly,2.38,RB,7-9
epaulettes,2.38,NNS,7-9
epithet,2.38,NN,7-9
equaliser,2.38,NN,7-9
erie,2.38,NN,7-9
eritrean,2.38,JJ,all
esoteric,2.38,JJ,10-12
essayed,2.38,VBD,7-9
estaminet,2.38,NN,10-12
etna,2.38,NN,7-9
ets,2.38,NNS,10-12
euclid,2.38,NN,10-12
eunice,2.38,NN,7-9
evensong,2.38,NN,10-12
exactness,2.38,NN,7-9
exasperatedly,2.38,RB,7-9
excerpts,2.38,NNS,10-12
excision,2.38,NN,all
expound,2.38,VB,7-9
expressionlessly,2.38,RB,7-9
extant,2.38,JJ,10-12
extort,2.38,VB,10-12
extorted,2.38,VBN,10-12
fabius,2.38,NN,all
factored,2.38,VBN,7-9
fallacy,2.38,NN,10-12
fallon,2.38,NN,10-12
falmouth,2.38,NN,7-9
fastball,2.38,NN,7-9
fedex,2.38,NN,10-12
felines,2.38,NNS,7-9
femininity,2.38,NN,7-9
feminists,2.38,NNS,7-9
feuding,2.38,NN,7-9
fieldwork,2.38,NN,7-9
finney,2.38,NN,7-9
firma,2.38,NN,10-12
fishwives,2.38,NNS,10-12
fixings,2.38,NNS,7-9
flamboyantly,2.38,RB,7-9
floe,2.38,NN,7-9
flouncy,2.38,NN,7-9
fluting,2.38,NN,10-12
folic,2.38,JJ,7-9
forded,2.38,VBD,10-12
forefoot,2.38,NN,7-9
foreskin,2.38,NN,all
forevermore,2.38,RB,7-9
fourier,2.38,JJR,7-9
fracas,2.38,NN,7-9
fragmentation,2.38,NN,10-12
freedman,2.38,NN,all
fuelling,2.38,VBG,7-9
fum,2.38,NN,7-9
functionary,2.38,NN,7-9
fundraisers,2.38,NNS,7-9
funfairs,2.38,NNS,7-9
fungal,2.38,JJ,7-9
furrier,2.38,NN,7-9
fustian,2.38,JJ,10-12
gant,2.38,JJ,10-12
garrisoned,2.38,VBN,10-12
gatling,2.38,VBG,all
gators,2.38,NNS,7-9
gats,2.38,NNS,all
gayle,2.38,NN,10-12
gazals,2.38,NNS,all
genital,2.38,JJ,10-12
genitalia,2.38,NNS,10-12
gie,2.38,NN,10-12
gies,2.38,NNS,10-12
gilet,2.38,NN,all
gins,2.38,NNS,10-12
glam,2.38,JJ,7-9
glassful,2.38,NN,10-12
glastonbury,2.38,NN,7-9
glibly,2.38,RB,7-9
globby,2.38,JJ,7-9
glugged,2.38,VBD,7-9
glyph,2.38,NN,all
gnash,2.38,VB,7-9
gooders,2.38,NNS,7-9
goring,2.38,VBG,7-9
granges,2.38,NNS,10-12
grapevines,2.38,NNS,7-9
greenies,2.38,NNS,all
greenway,2.38,NN,all
grosvenor,2.38,NN,7-9
grovelled,2.38,VBD,7-9
guff,2.38,NN,7-9
gumption,2.38,NN,7-9
gutierrez,2.38,NN,10-12
gutsy,2.38,JJ,7-9
guv,2.38,NN,7-9
hairband,2.38,NN,7-9
hairdos,2.38,NNS,7-9
hallooed,2.38,VBD,10-12
hallow,2.38,NN,7-9
hangnail,2.38,NN,7-9
harangue,2.38,NN,all
harbinger,2.38,NN,10-12
harkins,2.38,NNS,all
hashtags,2.38,NNS,7-9
hassling,2.38,VBG,7-9
hawken,2.38,NN,7-9
headbutting,2.38,VBG,7-9
healthily,2.38,RB,7-9
heare,2.38,VB,all
heartening,2.38,JJ,7-9
hecuba,2.38,NN,all
hellenistic,2.38,JJ,10-12
heracles,2.38,NNS,7-9
heraclius,2.38,NN,all
heraldic,2.38,JJ,10-12
herders,2.38,NNS,7-9
hernia,2.38,NN,7-9
hick,2.38,NN,7-9
hieroglyphic,2.38,JJ,7-9
holluschickie,2.38,NN,10-12
homosexuals,2.38,NNS,7-9
hookup,2.38,NN,7-9
hoovering,2.38,VBG,7-9
hor,2.38,NN,10-12
hospitably,2.38,RB,10-12
howlings,2.38,NNS,10-12
hr,2.38,NN,10-12
humphed,2.38,VBN,7-9
hydrated,2.38,JJ,7-9
hydration,2.38,NN,7-9
hymie,2.38,NN,all
hyped,2.38,VBN,7-9
icefall,2.38,NN,7-9
idiosyncratic,2.38,JJ,10-12
imbeciles,2.38,NNS,7-9
imitates,2.38,VBZ,7-9
impiety,2.38,NN,all
impishly,2.38,RB,7-9
inadequacies,2.38,NNS,all
incidence,2.38,NN,7-9
incipient,2.38,JJ,all
inconceivably,2.38,RB,7-9
inconsistency,2.38,NN,10-12
indented,2.38,JJ,7-9
indoctrination,2.38,NN,10-12
inequity,2.38,NN,7-9
infects,2.38,VBZ,7-9
ingeniously,2.38,RB,7-9
ingolstadt,2.38,NN,all
inhibited,2.38,VBN,10-12
injunctions,2.38,NNS,7-9
inordinately,2.38,RB,10-12
inquirer,2.38,NN,10-12
insulating,2.38,VBG,7-9
insurgency,2.38,NN,all
interminably,2.38,RB,7-9
internees,2.38,NNS,10-12
intolerably,2.38,RB,7-9
intractable,2.38,JJ,7-9
inviolable,2.38,JJ,10-12
iridescence,2.38,NN,7-9
irishmen,2.38,NNS,7-9
isosceles,2.38,JJ,7-9
itso,2.38,NN,7-9
izzat,2.38,NN,10-12
jettison,2.38,VB,7-9
kaia,2.38,NN,10-12
kesia,2.38,NN,10-12
keystones,2.38,NNS,all
kickboxing,2.38,NN,7-9
kindhearted,2.38,JJ,7-9
kir,2.38,NN,10-12
kkk,2.38,NN,7-9
kodak,2.38,NN,10-12
kopecks,2.38,NNS,all
landmass,2.38,NN,7-9
languorous,2.38,JJ,7-9
lapsing,2.38,VBG,7-9
largesse,2.38,NN,10-12
larynx,2.38,NN,7-9
lassoed,2.38,VBD,7-9
lathes,2.38,NNS,10-12
laths,2.38,NNS,7-9
lawlessness,2.38,NN,7-9
leanings,2.38,NNS,10-12
leotards,2.38,NNS,7-9
lepidus,2.38,NN,all
levee,2.38,NN,10-12
liddle,2.38,NN,7-9
lifesaving,2.38,JJ,7-9
lineker,2.38,NN,7-9
liquefied,2.38,VBN,10-12
littleness,2.38,NN,7-9
lolls,2.38,VBZ,10-12
longlegs,2.38,NNS,7-9
longshanks,2.38,NNS,10-12
lotte,2.38,NN,10-12
lumberjack,2.38,NN,7-9
lusting,2.38,VBG,10-12
lutes,2.38,NNS,10-12
luton,2.38,NN,7-9
macks,2.38,NNS,10-12
maidenhood,2.38,NN,10-12
maidservants,2.38,NNS,10-12
mailroom,2.38,NN,10-12
malacca,2.38,NN,7-9
mambo,2.38,NN,10-12
mandeville,2.38,NN,10-12
manga,2.38,NN,10-12
manufactures,2.38,VBZ,7-9
marleen,2.38,NN,10-12
marti,2.38,NN,10-12
marxism,2.38,NN,all
masterfully,2.38,RB,7-9
masterminds,2.38,NNS,7-9
matias,2.38,NNS,10-12
mayflower,2.38,NN,7-9
meaningly,2.38,RB,10-12
mediocrity,2.38,NN,7-9
meese,2.38,NN,7-9
meso,2.38,NN,10-12
midlife,2.38,NN,10-12
midshipman,2.38,NN,7-9
miniatures,2.38,NNS,7-9
minimized,2.38,VBN,10-12
miscalculation,2.38,NN,7-9
misinformed,2.38,VBN,7-9
mixers,2.38,NNS,10-12
mockingbirds,2.38,NNS,7-9
moldavian,2.38,JJ,7-9
molehill,2.38,NN,7-9
molehills,2.38,NNS,7-9
mollify,2.38,VB,10-12
monogamy,2.38,NN,10-12
moodiness,2.38,NN,7-9
motorised,2.38,VBN,7-9
motorist,2.38,NN,7-9
moveable,2.38,JJ,7-9
muckle,2.38,NN,10-12
mujib,2.38,NN,all
mulish,2.38,JJ,7-9
mullens,2.38,NNS,7-9
murrays,2.38,NNS,10-12
mvp,2.38,NN,7-9
mysel,2.38,NN,10-12
nametag,2.38,NN,7-9
nanaimo,2.38,NN,all
nandi,2.38,NN,7-9
nar,2.38,NN,10-12
navigates,2.38,VBZ,10-12
needlepoint,2.38,NN,7-9
newsroom,2.38,NN,7-9
niels,2.38,NNS,10-12
nona,2.38,NN,all
nonwhite,2.38,JJ,10-12
normans,2.38,NNS,7-9
northeastern,2.38,JJ,10-12
nov,2.38,NN,10-12
novelists,2.38,NNS,7-9
nubs,2.38,NNS,7-9
oa,2.38,NN,7-9
offa,2.38,NN,10-12
oiks,2.38,NNS,7-9
okey,2.38,NN,7-9
oleander,2.38,NN,10-12
onscreen,2.38,JJ,7-9
oolong,2.38,NN,10-12
opposable,2.38,JJ,7-9
ossian,2.38,JJ,all
outclassed,2.38,VBN,7-9
outcroppings,2.38,NNS,10-12
outdid,2.38,VBD,7-9
outgrowing,2.38,VBG,7-9
ovaries,2.38,NNS,10-12
overhears,2.38,VBZ,10-12
overlong,2.38,JJ,7-9
overuse,2.38,NN,7-9
oxfam,2.38,NN,7-9
oxfords,2.38,NNS,7-9
pakora,2.38,NN,7-9
palermo,2.38,NN,10-12
palisades,2.38,NNS,7-9
pampering,2.38,NN,7-9
parachuting,2.38,VBG,7-9
pare,2.38,VB,7-9
pashtuns,2.38,NNS,all
pastes,2.38,VBZ,10-12
pastureland,2.38,NN,10-12
patchouli,2.38,NN,7-9
pauling,2.38,NN,10-12
pedicabs,2.38,NNS,10-12
peekaboo,2.38,NN,7-9
pelvic,2.38,JJ,10-12
pemberton,2.38,NN,10-12
penitents,2.38,NNS,10-12
percentages,2.38,NNS,7-9
perche,2.38,NN,all
perishable,2.38,JJ,7-9
perpetrate,2.38,VB,all
perplexities,2.38,NNS,10-12
persecutors,2.38,NNS,7-9
petitioning,2.38,VBG,7-9
ph,2.38,NN,7-9
philanthropy,2.38,NN,10-12
phoenixes,2.38,NNS,7-9
piffle,2.38,NN,7-9
pigsties,2.38,NNS,7-9
pilfering,2.38,VBG,7-9
pinpointed,2.38,VBD,7-9
plainclothes,2.38,NNS,7-9
platitudes,2.38,NNS,all
pled,2.38,VBD,10-12
plotinus,2.38,NN,all
ploughman,2.38,NN,7-9
pluming,2.38,VBG,10-12
pochettino,2.38,NN,10-12
policewomen,2.38,NNS,7-9
pongy,2.38,NN,7-9
poojas,2.38,NNS,all
poops,2.38,NNS,7-9
porsena,2.38,NN,10-12
portside,2.38,JJ,7-9
posies,2.38,NNS,7-9
posterior,2.38,JJ,7-9
preaches,2.38,VBZ,7-9
preexisting,2.38,JJ,10-12
preseason,2.38,NN,7-9
pretences,2.38,NNS,10-12
preternaturally,2.38,RB,10-12
prevails,2.38,VBZ,10-12
priestly,2.38,JJ,all
probity,2.38,NN,10-12
professes,2.38,VBZ,7-9
promenading,2.38,VBG,7-9
propagation,2.38,NN,10-12
propensities,2.38,NNS,10-12
proprietary,2.38,JJ,7-9
protrude,2.38,VB,10-12
provos,2.38,NNS,all
psychoanalysis,2.38,NN,all
puffball,2.38,NN,7-9
puma,2.38,NN,7-9
punchline,2.38,NN,7-9
punitive,2.38,JJ,all
pythagoreans,2.38,NNS,all
pyxis,2.38,NN,7-9
quadratic,2.38,JJ,7-9
queensland,2.38,NN,7-9
queers,2.38,NNS,all
quietus,2.38,NN,7-9
quinces,2.38,NNS,10-12
