word,zipf,pos,age_band
preselected,1.45,JJ,all
preservationist,1.45,NN,all
preservations,1.45,NNS,all
presidentes,1.45,NNS,10-12
presidio,1.45,NN,all
pressboard,1.45,NN,all
pressers,1.45,NNS,7-9
pressey,1.45,NN,10-12
pressgang,1.45,JJ,all
pressganged,1.45,VBN,10-12
pressmen,1.45,NNS,all
pressurization,1.45,NN,all
pressurizes,1.45,VBZ,all
prestidigitation,1.45,NN,all
prestwich,1.45,NN,10-12
presumptuousness,1.45,NN,all
presupposition,1.45,NN,all
presuppositions,1.45,NNS,all
pretechnological,1.45,JJ,all
pretendedly,1.45,RB,all
pretentiously,1.45,RB,all
pretentiousness,1.45,NN,all
pretercanine,1.45,JJ,all
preterhuman,1.45,JJ,all
preterition,1.45,NN,all
pretest,1.45,JJ,7-9
prettify,1.45,VB,all
prettifying,1.45,VBG,all
prettyish,1.45,JJ,all
prevaricator,1.45,NN,all
prevaricators,1.45,NNS,all
previn,1.45,NN,7-9
prevision,1.45,NN,all
prewrapped,1.45,JJ,all
pribble,1.45,JJ,all
pricier,1.45,JJR,all
prickers,1.45,NNS,7-9
prickings,1.45,NNS,all
prickish,1.45,VB,all
pricklefish,1.45,NN,all
pricklingly,1.45,RB,7-9
pricklings,1.45,NNS,all
pridefulness,1.45,NN,all
priedieu,1.45,NN,all
priestcraft,1.45,NN,10-12
priesthoods,1.45,NNS,all
priesting,1.45,NN,all
primetime,1.45,NN,all
primevally,1.45,RB,all
primigenial,1.45,JJ,all
primitiveness,1.45,NN,all
primitivism,1.45,NN,all
primitivists,1.45,NNS,10-12
primmed,1.45,VBN,10-12
primmer,1.45,JJR,10-12
primps,1.45,VBZ,all
prims,1.45,NNS,10-12
primuses,1.45,NNS,all
principes,1.45,NNS,all
princox,1.45,NN,all
prinking,1.45,VBG,7-9
prinks,1.45,NNS,7-9
printless,1.45,JJ,all
printmakers,1.45,NNS,all
prinz,1.45,NN,all
prions,1.45,NNS,7-9
prioress,1.45,NN,all
prioritisation,1.45,NN,all
prioritizes,1.45,VBZ,all
pripet,1.45,NN,all
priscian,1.45,JJ,all
prismed,1.45,VBD,all
prisonhouse,1.45,NN,all
prissiest,1.45,JJS,all
prissiness,1.45,NN,all
pritch,1.45,NN,10-12
privacies,1.45,NNS,all
privatisation,1.45,NN,all
privatization,1.45,NN,all
privets,1.45,NNS,all
prizer,1.45,NN,all
prizewinner,1.45,NN,all
prizewinners,1.45,NNS,10-12
probabilistic,1.45,JJ,all
probabl,1.45,VB,all
probables,1.45,NNS,10-12
probates,1.45,NNS,all
probosces,1.45,NNS,all
proboscidian,1.45,NN,all
proc,1.45,NN,10-12
procedurals,1.45,NNS,all
procellaria,1.45,NN,10-12
proclaimant,1.45,NN,all
proconsuls,1.45,NNS,all
procrastinators,1.45,NNS,all
procreant,1.45,NN,all
procreated,1.45,VBN,all
procreator,1.45,NN,all
procreators,1.45,NNS,all
proctologist,1.45,NN,all
proctored,1.45,JJ,all
proctorial,1.45,JJ,all
procuress,1.45,NN,all
procyonidae,1.45,NNS,all
profaners,1.45,NNS,all
profaning,1.45,VBG,all
professionalized,1.45,JJ,all
professorially,1.45,RB,all
proficients,1.45,NNS,all
profilers,1.45,NNS,all
profonde,1.45,NN,all
profundities,1.45,NNS,all
progenitors,1.45,NNS,all
prognosticated,1.45,VBD,all
prognosticative,1.45,JJ,all
prognosticators,1.45,NNS,all
programing,1.45,NN,all
programma,1.45,NN,all
progressiveness,1.45,NN,all
progressives,1.45,NNS,all
progressivism,1.45,NN,all
progressor,1.45,NN,all
prohibitive,1.45,JJ,all
prokofiev,1.45,NN,10-12
prolapsed,1.45,VBN,all
prolocutions,1.45,NNS,10-12
prologues,1.45,NNS,all
promethazine,1.45,NN,all
promethean,1.45,JJ,all
promin,1.45,VB,all
promisers,1.45,NNS,all
promptbook,1.45,NN,all
prompters,1.45,NNS,all
promptest,1.45,NN,all
promulgate,1.45,VB,all
pron,1.45,VBP,10-12
proneness,1.45,NN,all
pronghorn,1.45,NN,7-9
pronk,1.45,NN,10-12
pronouncedly,1.45,RB,all
proo,1.45,NN,7-9
prooflike,1.45,JJ,all
propagandist,1.45,NN,all
propagandize,1.45,VB,all
propagandizing,1.45,VBG,all
propagator,1.45,NN,all
propagators,1.45,NNS,all
propellent,1.45,JJ,7-9
properness,1.45,NN,10-12
propertius,1.45,NN,all
prophethood,1.45,NN,all
prophylactic,1.45,NN,all
propionate,1.45,NN,all
propitiated,1.45,VBN,all
propitiators,1.45,NNS,all
propolis,1.45,NN,10-12
proportionality,1.45,NN,all
proprioception,1.45,NN,all
proprioceptive,1.45,JJ,all
propter,1.45,NN,all
prorogue,1.45,VB,all
prorogued,1.45,VBN,all
prosauropods,1.45,NNS,10-12
proscribing,1.45,VBG,all
prosecutes,1.45,VBZ,10-12
proselyte,1.45,NN,all
proselytising,1.45,VBG,all
proselytized,1.45,VBN,all
proserpine,1.45,NN,10-12
proses,1.45,NNS,10-12
prosing,1.45,VBG,all
prosings,1.45,NNS,all
prosody,1.45,NN,all
prosperities,1.45,NNS,all
prossie,1.45,NN,all
prost,1.45,NN,all
prosuffrage,1.45,NN,10-12
protactinium,1.45,NN,all
protagoras,1.45,NN,all
protectionism,1.45,NN,10-12
protectionist,1.45,JJ,10-12
protectress,1.45,NN,all
prothalamion,1.45,NN,all
protoceratops,1.45,NNS,7-9
protodonata,1.45,NN,10-12
protoplasm,1.45,NN,10-12
protostars,1.45,NNS,7-9
prototypically,1.45,RB,all
protraction,1.45,NN,all
prov,1.45,NN,10-12
provably,1.45,RB,all
provant,1.45,NN,all
provenances,1.45,NNS,all
provend,1.45,NN,10-12
providently,1.45,RB,all
providore,1.45,NN,10-12
provincetown,1.45,NN,all
provisos,1.45,NNS,all
provo,1.45,NN,10-12
prowed,1.45,VBN,all
proxies,1.45,NNS,all
proximal,1.45,JJ,all
prp,1.45,NN,10-12
prud'hon,1.45,NN,10-12
prudentially,1.45,RB,all
prudentius,1.45,NN,all
prudhoe,1.45,VB,all
prudishly,1.45,RB,all
pruners,1.45,NNS,all
prurience,1.45,NN,all
prurigo,1.45,NN,all
pruritus,1.45,NN,all
prussianized,1.45,JJ,all
psalmody,1.45,NN,all
psalteries,1.45,NNS,all
psaltery,1.45,NN,all
pseudacris,1.45,NN,7-9
pseudosciences,1.45,NNS,all
pshawed,1.45,VBN,all
psilocin,1.45,NN,all
psilocybin,1.45,NN,all
psionic,1.45,JJ,all
psittacine,1.45,NN,7-9
psittacosaurus,1.45,NN,7-9
psittacosis,1.45,NN,10-12
psr,1.45,NN,all
psychedelia,1.45,NNS,all
psychoanalysing,1.45,VBG,all
psychoanalysts,1.45,NNS,all
psychoanalytic,1.45,JJ,all
psychoanalytical,1.45,JJ,all
psychoanalyzed,1.45,JJ,all
psychol,1.45,NN,all
psychologizing,1.45,VBG,all
psychometric,1.45,JJ,all
psychometry,1.45,NN,all
psychopathology,1.45,NN,all
psychophysical,1.45,JJ,all
psychosurgery,1.45,NN,all
psychotherapists,1.45,NNS,all
ptas,1.45,NNS,all
ptc,1.45,NN,all
pteropine,1.45,NN,7-9
pteropods,1.45,NNS,10-12
pterosauria,1.45,NN,10-12
pto,1.45,NN,all
ptomaines,1.45,NNS,all
publicizes,1.45,VBZ,all
publicness,1.45,NN,all
puccini,1.45,NNS,7-9
puckery,1.45,JJ,10-12
puddingy,1.45,NN,10-12
puddlers,1.45,NNS,10-12
puddly,1.45,JJ,7-9
pudgily,1.45,RB,all
pudginess,1.45,NN,all
pudus,1.45,NN,all
puebla,1.45,NN,all
pueblos,1.45,NNS,all
puer,1.45,NN,all
puffery,1.45,NN,10-12
puffings,1.45,NNS,10-12
puky,1.45,JJ,10-12
pula,1.45,NN,7-9
pulaski,1.45,NN,10-12
pulchritude,1.45,NN,10-12
pulicine,1.45,NN,7-9
pullings,1.45,NNS,all
pullulation,1.45,NN,all
pullus,1.45,VBP,all
pulque,1.45,NN,all
pulseless,1.45,JJ,all
pulteney,1.45,JJ,10-12
pulverizes,1.45,VBZ,all
punchayet,1.45,NN,7-9
punchball,1.45,NN,all
punctiliousness,1.45,NN,all
punctureproof,1.45,NN,all
pungle,1.45,NN,10-12
punica,1.45,NN,all
puniest,1.45,JJS,7-9
punitiveness,1.45,NN,all
punny,1.45,JJ,all
pupated,1.45,VBD,7-9
pupilage,1.45,NN,all
pupillary,1.45,JJ,all
puppetmaster,1.45,NN,10-12
puppis,1.45,VBZ,7-9
puppyism,1.45,NN,all
purblindness,1.45,NN,10-12
purees,1.45,NNS,10-12
purgative,1.45,JJ,10-12
purgings,1.45,NNS,10-12
purifications,1.45,NNS,all
purifiers,1.45,NNS,10-12
purina,1.45,NN,10-12
purled,1.45,VBN,all
purlins,1.45,NNS,all
purloining,1.45,VBG,all
purposelessly,1.45,RB,all
purpurite,1.45,NN,all
purs,1.45,NNS,all
purselike,1.45,JJ,all
purslane,1.45,NN,all
purtier,1.45,NN,all
puru,1.45,NN,all
purvey,1.45,NN,10-12
pushful,1.45,JJ,all
pushpin,1.45,NN,all
pushtu,1.45,NN,all
puslike,1.45,NN,all
pussyfooted,1.45,VBD,all
pussywillows,1.45,NNS,all
putain,1.45,JJ,all
putoff,1.45,VB,7-9
puton,1.45,VB,all
putrefy,1.45,VB,7-9
putrified,1.45,VBN,10-12
putterer,1.45,NN,all
puttings,1.45,NNS,7-9
putto,1.45,JJ,all
puttock,1.45,NN,10-12
putts,1.45,NNS,7-9
putzed,1.45,VBN,all
putzing,1.45,VBG,all
puya,1.45,NN,10-12
pvp,1.45,NN,all
pw,1.45,NN,all
pwa,1.45,NN,10-12
pwn,1.45,JJ,10-12
pyats,1.45,NNS,10-12
pyjamaed,1.45,JJ,all
pylades,1.45,NNS,all
pylorus,1.45,NN,all
pyne,1.45,NN,all
pyongyang,1.45,NN,all
pyralid,1.45,NN,7-9
pyrethroids,1.45,NNS,10-12
pyridoxine,1.45,NN,10-12
pyromaniacs,1.45,NNS,7-9
pyrrhic,1.45,JJ,all
pyrrhus,1.45,NN,all
pyrus,1.45,NN,all
pythian,1.45,JJ,all
pythoness,1.45,NN,all
qa,1.45,NN,10-12
qajar,1.45,JJ,all
qanats,1.45,NNS,10-12
qantas,1.45,NNS,7-9
qatari,1.45,JJ,all
qb,1.45,NN,all
qd,1.45,NN,all
qingdao,1.45,NN,10-12
qns,1.45,NNS,all
qr,1.45,NN,all
qty,1.45,IN,all
quacky,1.45,JJ,10-12
quadra,1.45,NN,all
quadragesima,1.45,NN,10-12
quadriceps,1.45,NNS,all
quadrilles,1.45,NNS,all
quadrillionth,1.45,NN,all
quadriplegia,1.45,NN,10-12
quadriplegics,1.45,NNS,all
quadroon,1.45,NN,all
quadrupedal,1.45,JJ,all
quadruply,1.45,RB,all
quaedam,1.45,NN,all
quaestor,1.45,NN,all
quaffs,1.45,VBZ,all
quaggas,1.45,NNS,7-9
quakerish,1.45,JJ,all
quakerlike,1.45,NN,all
quakingly,1.45,RB,10-12
quandaries,1.45,NNS,all
quantifications,1.45,NNS,all
quantifying,1.45,VBG,all
quapaws,1.45,NNS,10-12
quarrelers,1.45,NNS,all
quarreller,1.45,NN,all
quarrellings,1.45,NNS,10-12
quarrelsomeness,1.45,NN,10-12
quartan,1.45,NN,all
quarterbacked,1.45,VBD,10-12
quarterdecks,1.45,NNS,all
quartette,1.45,NN,all
quartzes,1.45,NNS,7-9
quatrains,1.45,NNS,all
quatrefoil,1.45,NN,all
queenless,1.45,JJ,10-12
queensberry,1.45,NN,10-12
queernesses,1.45,NNS,all
quelches,1.45,NNS,all
queller,1.45,NN,10-12
quenchless,1.45,JJ,all
quern,1.45,NN,all
querulousness,1.45,NN,all
questionless,1.45,VB,all
questors,1.45,NNS,10-12
quetzals,1.45,NNS,all
quickstepped,1.45,VBN,10-12
quieta,1.45,NN,all
quieti,1.45,JJ,10-12
quilters,1.45,NNS,all
quim,1.45,NN,all
quinapalus,1.45,NN,all
quinault,1.45,NN,10-12
quinquennial,1.45,JJ,all
quintal,1.45,JJ,all
quintero,1.45,RB,all
quintuple,1.45,RB,7-9
quinua,1.45,NN,all
quipping,1.45,VBG,all
quippy,1.45,JJ,all
quires,1.45,NNS,all
quiring,1.45,VBG,all
quirkier,1.45,JJR,10-12
quirkily,1.45,RB,all
quirkish,1.45,NN,all
quist,1.45,NN,7-9
quixotry,1.45,NN,10-12
quizmaster,1.45,NN,7-9
quizzer,1.45,NN,all
quodlibetical,1.45,JJ,all
quor,1.45,NN,10-12
quothas,1.45,NNS,10-12
qur'an,1.45,NN,all
quranic,1.45,JJ,all
qurans,1.45,NNS,all
raaf,1.45,NN,10-12
rabbinic,1.45,JJ,all
rabbitbrush,1.45,NN,all
rabbitfish,1.45,NN,10-12
rabbitry,1.45,NN,all
rabbles,1.45,NNS,all
rabbling,1.45,VBG,10-12
rabelaisian,1.45,JJ,10-12
racecars,1.45,NNS,all
racewalked,1.45,VBD,10-12
rachet,1.45,NN,all
racialism,1.45,NN,all
racier,1.45,JJR,all
raciest,1.45,JJS,10-12
racily,1.45,RB,all
racine,1.45,NN,all
racisms,1.45,NNS,10-12
rackers,1.45,NNS,all
racketeer,1.45,NN,all
radcliff,1.45,NN,10-12
radetzky,1.45,JJ,all
radiancies,1.45,NNS,all
radiantness,1.45,NN,10-12
radiata,1.45,NN,10-12
radiatus,1.45,NN,10-12
radicalise,1.45,VB,all
radicalness,1.45,NN,10-12
radioactively,1.45,RB,all
radiographer,1.45,NN,10-12
radioisotope,1.45,NN,all
radiologist,1.45,NN,all
radiometer,1.45,NN,all
radion,1.45,NN,7-9
radiophone,1.45,NN,10-12
radishlike,1.45,JJ,all
radisson,1.45,NN,all
radnorshire,1.45,NN,all
radons,1.45,NNS,all
radula,1.45,NN,7-9
raeburn,1.45,NN,all
raffinose,1.45,NN,7-9
raffishly,1.45,RB,7-9
raftlike,1.45,JJ,10-12
raftman,1.45,NN,10-12
raftmen,1.45,NNS,10-12
ragas,1.45,NNS,10-12
ragefully,1.45,RB,10-12
ragi,1.45,NN,all
ragouts,1.45,NNS,10-12
ragpickers,1.45,NNS,all
ragstone,1.45,JJ,all
ragtop,1.45,NN,all
ragweed,1.45,NN,all
railheads,1.45,NNS,all
railroading,1.45,NN,all
railside,1.45,NN,all
raiments,1.45,NNS,all
raina,1.45,NN,all
raincheck,1.45,NN,all
raines,1.45,NNS,10-12
rainfalls,1.45,NNS,10-12
rainout,1.45,NN,all
rainswept,1.45,JJ,10-12
rainwashed,1.45,JJ,7-9
rainwear,1.45,NN,all
raisons,1.45,NNS,10-12
raits,1.45,NNS,10-12
rajasthani,1.45,NN,all
rajput,1.45,NN,10-12
rajputana,1.45,NN,all
rajputs,1.45,NNS,all
rale,1.45,JJ,10-12
rales,1.45,NNS,all
rall,1.45,JJ,all
ralphed,1.45,VBD,all
ramada,1.45,NN,all
ramanujan,1.45,NN,10-12
rambutan,1.45,NN,10-12
ramekins,1.45,NNS,all
ramification,1.45,NN,all
ramifies,1.45,NNS,all
rampagious,1.45,JJ,7-9
ramshorn,1.45,NN,all
rances,1.45,NNS,all
rancours,1.45,NNS,all
randomized,1.45,VBN,all
randomizer,1.45,NN,all
randomizing,1.45,VBG,all
rangefinder,1.45,NN,7-9
rangeland,1.45,NN,all
rangiferine,1.45,NN,7-9
ranier,1.45,NN,all
ranine,1.45,NN,7-9
ranke,1.45,NN,all
rankes,1.45,NNS,all
rantipole,1.45,NN,all
rapaciously,1.45,RB,all
rapaciousness,1.45,NN,all
rapeseed,1.45,NN,all
raphaela,1.45,NN,10-12
rapidamente,1.45,NN,7-9
rapp,1.45,VB,10-12
rappaport,1.45,NN,all
raptus,1.45,NN,all
raquette,1.45,NN,10-12
rar,1.45,NN,10-12
rareties,1.45,NNS,all
rasc,1.45,NN,all
rashida,1.45,NN,7-9
rastafari,1.45,NN,all
rataplan,1.45,JJ,7-9
rataplans,1.45,NNS,all
ratas,1.45,NNS,7-9
ratchety,1.45,NN,all
ratching,1.45,VBG,all
ratel,1.45,NN,all
ratfink,1.45,NN,all
ratha,1.45,VBP,10-12
rathe,1.45,NN,all
rathenau,1.45,NN,7-9
rathole,1.45,NN,all
ratifications,1.45,NNS,all
rationalisation,1.45,NN,all
rationalizes,1.45,VBZ,all
ratlam,1.45,NN,all
ratlines,1.45,NNS,all
rato,1.45,NN,7-9
ratsbane,1.45,NN,10-12
rattail,1.45,NN,all
rattiest,1.45,NN,7-9
rattlebrained,1.45,JJ,10-12
rattlepated,1.45,JJ,all
rattrap,1.45,NN,all
raunchier,1.45,JJR,10-12
ravager,1.45,NN,all
ravagers,1.45,NNS,all
ravelin,1.45,NN,all
ravelings,1.45,NNS,10-12
ravelling,1.45,VBG,all
ravellings,1.45,NNS,all
ravenswood,1.45,NN,all
raver,1.45,NN,10-12
ravin,1.45,NN,all
ravingly,1.45,RB,all
ravishes,1.45,VBZ,all
ravishingly,1.45,RB,all
rawhides,1.45,NNS,all
rawings,1.45,NNS,10-12
raxing,1.45,VBG,10-12
raye,1.45,NN,10-12
razorable,1.45,JJ,all
razorbacks,1.45,NNS,10-12
razorblades,1.45,NNS,all
razoring,1.45,NN,all
razzamatazz,1.45,NN,7-9
razzes,1.45,VBZ,all
razzing,1.45,VBG,all
reaccelerating,1.45,VBG,all
reacclimating,1.45,VBG,all
reacquaintance,1.45,NN,all
reacquire,1.45,VB,all
reacquired,1.45,VBN,all
reactant,1.45,NN,all
reactivity,1.45,NN,all
readability,1.45,NN,all
readdressed,1.45,VBD,all
readjustments,1.45,NNS,all
readl,1.45,VBD,all
readmitting,1.45,VBG,all
reaffirms,1.45,VBZ,all
reagent,1.45,NN,all
reagents,1.45,NNS,10-12
realestate,1.45,NN,7-9
realgar,1.45,NN,10-12
realgymnasium,1.45,NN,all
realisable,1.45,JJ,all
realisations,1.45,NNS,all
reallocating,1.45,VBG,all
reallocation,1.45,NN,all
realtime,1.45,NN,all
reaming,1.45,VBG,all
rean,1.45,JJ,all
reanalysis,1.45,NN,10-12
reanimates,1.45,VBZ,all
reappearances,1.45,NNS,10-12
reapplies,1.45,VBZ,all
reappoint,1.45,VB,10-12
reappointments,1.45,NNS,10-12
reappraisal,1.45,NN,all
reargued,1.45,VBD,all
rearticulate,1.45,VB,all
reassembles,1.45,VBZ,7-9
reassertion,1.45,NN,all
reassessed,1.45,VBD,7-9
reassimilating,1.45,VBG,all
reassorted,1.45,VBN,all
reassumes,1.45,VBZ,all
reassurer,1.45,NN,all
reattend,1.45,NN,all
reauthorization,1.45,NN,10-12
reauthorize,1.45,VB,all
reauthorized,1.45,VBN,all
reawakens,1.45,VBZ,all
reawoke,1.45,NN,7-9
rebalances,1.45,VBZ,all
rebates,1.45,NNS,all
rebato,1.45,NN,all
rebe,1.45,NN,all
rebecks,1.45,NNS,all
rebeldom,1.45,NN,10-12
rebinds,1.45,VBZ,all
reboiled,1.45,VBD,7-9
rebolt,1.45,NN,all
rebottling,1.45,VBG,all
rebought,1.45,VBN,all
rebozo,1.45,NN,10-12
rebozos,1.45,NNS,all
rebraid,1.45,VB,all
rebrush,1.45,VB,all
rebuckle,1.45,VBP,all
rebuckled,1.45,VBD,all
rebuttoned,1.45,VBD,all
recalcitrance,1.45,NN,all
recalcitrants,1.45,NNS,all
recalculates,1.45,NNS,7-9
recalibration,1.45,NN,all
recals,1.45,VBZ,all
recanting,1.45,VBG,all
recapitulating,1.45,VBG,10-12
recaptures,1.45,VBZ,10-12
recasts,1.45,VBZ,10-12
receivable,1.45,JJ,all
recessively,1.45,RB,all
recheats,1.45,NNS,10-12
rechristen,1.45,VB,10-12
recidivism,1.45,NN,all
recife,1.45,NN,10-12
reciprocates,1.45,VBZ,all
recirculate,1.45,VBP,all
recitatives,1.45,NNS,all
recked,1.45,VBD,all
reckling,1.45,NN,10-12
recklinghausen,1.45,NN,all
reckonable,1.45,JJ,all
reclamations,1.45,NNS,all
reclean,1.45,VB,all
recleans,1.45,VBZ,7-9
reclose,1.45,VB,all
reclosing,1.45,VBG,all
recluses,1.45,NNS,all
reclusiveness,1.45,NN,10-12
recoilless,1.45,JJ,all
recolour,1.45,VB,all
recombed,1.45,VBD,7-9
recombined,1.45,VBN,all
recommences,1.45,NNS,all
recommencing,1.45,VBG,all
recommitted,1.45,VBN,10-12
recompence,1.45,NN,all
recompenses,1.45,NNS,all
recompensing,1.45,VBG,all
recomposes,1.45,VBZ,all
recompress,1.45,NN,all
reconceive,1.45,VBP,all
reconceptualization,1.45,NN,all
reconceptualize,1.45,VB,all
reconceptualized,1.45,VBN,all
reconcilable,1.45,JJ,all
reconduct,1.45,VB,all
reconfigurations,1.45,NNS,10-12
reconfirm,1.45,VB,all
reconquering,1.45,VBG,all
reconquest,1.45,NN,10-12
reconquests,1.45,NNS,all
recons,1.45,NNS,all
recontoured,1.45,VBN,all
reconverted,1.45,VBN,all
recopy,1.45,VB,7-9
recopying,1.45,VBG,all
recordable,1.45,JJ,all
recouple,1.45,VB,7-9
recoveror,1.45,VB,all
recoyle,1.45,NN,all
recreants,1.45,NNS,all
recreates,1.45,VBZ,all
recreationally,1.45,RB,all
recriminate,1.45,VB,all
recriminating,1.45,VBG,all
recriminatory,1.45,JJ,all
rectifiers,1.45,NNS,10-12
rections,1.45,NNS,all
recto,1.45,NN,all
rectorships,1.45,NNS,all
recuperates,1.45,VBZ,all
recusant,1.45,NN,all
recusants,1.45,NNS,all
redacting,1.45,VBG,all
redating,1.45,NN,all
redbacks,1.45,NNS,7-9
redbirds,1.45,NNS,7-9
redbones,1.45,NNS,10-12
redbud,1.45,NN,all
reddings,1.45,NNS,all
rede,1.45,NN,all
redecorates,1.45,VBZ,all
rededicate,1.45,VB,7-9
redeems,1.45,VBZ,all
redeploy,1.45,VB,all
redeployment,1.45,NN,all
redeposited,1.45,VBD,10-12
redescending,1.45,VBG,all
redesignated,1.45,VBN,all
redeveloping,1.45,VBG,10-12
redeye,1.45,NN,all
redialled,1.45,VBN,all
redialling,1.45,VBG,10-12
rediffusion,1.45,NN,all
redip,1.45,VBP,all
redis,1.45,VB,all
redivide,1.45,VB,all
redonda,1.45,NN,7-9
redoubted,1.45,VBN,all
redounded,1.45,VBD,all
redounding,1.45,VBG,all
redounds,1.45,VBZ,all
redraft,1.45,VB,all
redrafting,1.45,VBG,10-12
redraw,1.45,VB,all
redresses,1.45,VBZ,all
redrive,1.45,NN,all
redroots,1.45,NNS,10-12
reductionism,1.45,NN,all
reductionist,1.45,JJ,all
redux,1.45,NN,all
redwing,1.45,VBG,all
redyed,1.45,VBN,all
reech,1.45,NN,all
reechoed,1.45,VBN,10-12
reechy,1.45,JJ,all
reedbeds,1.45,NNS,all
reedified,1.45,VBN,all
reedlike,1.45,JJ,all
reedsburg,1.45,NN,7-9
reeducate,1.45,VB,10-12
reekie,1.45,NN,all
reemergent,1.45,JJ,all
reen,1.45,NN,all
reenacts,1.45,VBZ,all
reengages,1.45,VBZ,all
reengineered,1.45,VBN,10-12
reenlist,1.45,VB,all
reenlistment,1.45,NN,all
reequip,1.45,VBD,all
reequipped,1.45,VBN,10-12
rees,1.45,NNS,10-12
reevaluation,1.45,NN,all
reevesville,1.45,NN,10-12
reexamines,1.45,VBZ,7-9
reexperienced,1.45,VBD,all
reexplored,1.45,VBN,all
refection,1.45,NN,all
refered,1.45,VBD,all
referendary,1.45,NN,all
referent,1.45,NN,all
referential,1.45,JJ,all
referents,1.45,NNS,all
reffing,1.45,VBG,all
refight,1.45,VB,all
refighting,1.45,VBG,all
refiled,1.45,VBN,all
refinancing,1.45,VBG,10-12
refinish,1.45,VB,all
refinished,1.45,VBD,all
refits,1.45,VBZ,all
refixed,1.45,VBN,all
reflexion,1.45,NN,7-9
refloated,1.45,VBN,10-12
reflooding,1.45,VBG,all
refocussed,1.45,VBN,7-9
reforesting,1.45,VBG,10-12
reformatories,1.45,NNS,10-12
reformatting,1.45,VBG,all
reformist,1.45,NN,all
reformists,1.45,NNS,10-12
reformulate,1.45,VB,all
reformulated,1.45,VBD,all
refortification,1.45,NN,all
refounded,1.45,JJ,10-12
refrig,1.45,NN,all
refulgence,1.45,NN,all
refunding,1.45,VBG,all
refusers,1.45,NNS,all
regality,1.45,NN,all
regalness,1.45,NN,10-12
regardant,1.45,NN,10-12
regardlessly,1.45,RB,all
regathers,1.45,VBZ,all
regattas,1.45,NNS,all
regen,1.45,NN,all
regenerator,1.45,NN,all
regenesis,1.45,NN,10-12
reges,1.45,NNS,all
regicides,1.45,NNS,all
regimentally,1.45,RB,all
reginas,1.45,NNS,all
regius,1.45,NN,7-9
reglazed,1.45,VBD,10-12
regnum,1.45,NN,all
regolith,1.45,NN,7-9
regreets,1.45,NNS,all
regressions,1.45,NNS,all
regressive,1.45,JJ,all
regrows,1.45,VBZ,7-9
regularize,1.45,VBP,all
regularized,1.45,VBN,all
regulative,1.45,JJ,all
regulatory,1.45,JJ,all
regulo,1.45,NN,7-9
regurgitations,1.45,NNS,all
rehabbing,1.45,VBG,all
rehabilitative,1.45,JJ,all
rehabilitator,1.45,NN,all
rehabs,1.45,NNS,all
rehanging,1.45,VBG,10-12
rehashes,1.45,NNS,all
rehearses,1.45,VBZ,all
rehires,1.45,VBZ,7-9
rehousing,1.45,VBG,all
rehumanise,1.45,VB,all
rehydrating,1.45,VBG,7-9
rehydration,1.45,NN,10-12
reichstags,1.45,NNS,all
reiki,1.45,NN,all
reimbursement,1.45,NN,all
reimposed,1.45,VBN,all
reimposition,1.45,NN,all
reincorporation,1.45,NN,all
reindue,1.45,VB,all
reinflate,1.45,VB,all
reinflated,1.45,VBD,all
reinhabit,1.45,VB,10-12
reinhabitation,1.45,NN,10-12
reinhabited,1.45,VBD,all
reinjure,1.45,VB,7-9
reinjuring,1.45,VBG,7-9
reinscribed,1.45,VBN,all
reinsert,1.45,VBP,10-12
reinserting,1.45,VBG,10-12
reinspected,1.45,VBN,10-12
reinstall,1.45,VB,all
reinstallation,1.45,NN,all
reinstalled,1.45,VBD,all
reinstitute,1.45,VB,all
reintegrating,1.45,VBG,all
reinterest,1.45,VB,all
reinterpret,1.45,VB,7-9
reinterpretations,1.45,NNS,all
reinterpreting,1.45,VBG,all
reintroducing,1.45,VBG,7-9
reintroductions,1.45,NNS,all
reinvasion,1.45,NN,all
reinvents,1.45,VBZ,10-12
reinvesting,1.45,VBG,10-12
reis,1.45,NN,all
reiterations,1.45,NNS,all
rejecters,1.45,NNS,all
rejectionist,1.45,JJ,all
rejig,1.45,VB,10-12
rejuvenates,1.45,VBZ,10-12
rejuvenation,1.45,NN,all
reknotted,1.45,VBN,all
reknotting,1.45,VBG,all
relabeled,1.45,VBN,all
relabelling,1.45,VBG,all
relaced,1.45,VBD,10-12
relatch,1.45,VB,7-9
relatedness,1.45,NN,all
relational,1.45,JJ,all
relativism,1.45,NN,all
relaunching,1.45,VBG,7-9
relaxants,1.45,NNS,all
relaxations,1.45,NNS,all
relaxin,1.45,NN,10-12
relearned,1.45,VBN,7-9
relearns,1.45,VBZ,all
relentingly,1.45,RB,7-9
relevancy,1.45,NN,all
relicts,1.45,NNS,10-12
reliever,1.45,NN,all
relighted,1.45,VBD,all
relights,1.45,VBZ,10-12
relining,1.45,NN,10-12
relinquishes,1.45,VBZ,10-12
relist,1.45,VB,all
relives,1.45,VBZ,all
rellish,1.45,NN,all
relodge,1.45,NN,7-9
reluctancy,1.45,NN,10-12
remaindered,1.45,JJ,all
remanding,1.45,VBG,10-12
remands,1.45,NNS,all
remapping,1.45,VBG,all
remarkableness,1.45,NN,all
remarriages,1.45,NNS,7-9
remastering,1.45,VBG,all
rematches,1.45,NNS,7-9
rematerialized,1.45,VBD,all
rembert,1.45,NN,all
rememberingly,1.45,RB,7-9
remembrancers,1.45,NNS,all
